cluster_final,tag,count,share_of_cluster,cluster_size
4,космос,15,0.04155124653739612,361
4,работа,13,0.036011080332409975,361
4,интернет,13,0.036011080332409975,361
4,о жизни,10,0.027700831024930747,361
4,коронавирус,8,0.0221606648199446,361
4,студент,7,0.019390581717451522,361
4,бесплатное,7,0.019390581717451522,361
4,геи,7,0.019390581717451522,361
4,политика,7,0.019390581717451522,361
4,метро,6,0.01662049861495845,361
4,авиация,5,0.013850415512465374,361
4,нанотехнологии,5,0.013850415512465374,361
4,Челябинск,5,0.013850415512465374,361
4,деньги,5,0.013850415512465374,361
4,маршрутка,4,0.0110803324099723,361
4,отдых,4,0.0110803324099723,361
4,сбербанк,4,0.0110803324099723,361
4,мобильный,4,0.0110803324099723,361
4,кредиты,4,0.0110803324099723,361
4,милиция,4,0.0110803324099723,361
4,Сочи 2014,4,0.0110803324099723,361
4,apple,4,0.0110803324099723,361
4,Украина,4,0.0110803324099723,361
4,коррупция,4,0.0110803324099723,361
4,девушки,4,0.0110803324099723,361
4,новогодний,3,0.008310249307479225,361
4,наркотики,3,0.008310249307479225,361
4,погода,3,0.008310249307479225,361
4,армия,3,0.008310249307479225,361
4,налоги,3,0.008310249307479225,361
4,почта,3,0.008310249307479225,361
4,жкх,3,0.008310249307479225,361
4,поезд,2,0.00554016620498615,361
4,школа,2,0.00554016620498615,361
4,чукча,2,0.00554016620498615,361
4,лифт,2,0.00554016620498615,361
4,Абрамович,2,0.00554016620498615,361
4,русский язык,2,0.00554016620498615,361
4,инструкции,2,0.00554016620498615,361
4,звёзды,2,0.00554016620498615,361
4,сигареты,2,0.00554016620498615,361
4,мужчины,2,0.00554016620498615,361
4,муж и жена,2,0.00554016620498615,361
4,Винни-Пух,1,0.002770083102493075,361
4,Куклачев,1,0.002770083102493075,361
4,Буратино,1,0.002770083102493075,361
4,трамвай,1,0.002770083102493075,361
4,Каренина,1,0.002770083102493075,361
4,парашют,1,0.002770083102493075,361
4,Карлсон,1,0.002770083102493075,361
4,Хоттабыч,1,0.002770083102493075,361
4,23 февраля,1,0.002770083102493075,361
4,чапаев,1,0.002770083102493075,361
4,кризис,1,0.002770083102493075,361
4,врачи,1,0.002770083102493075,361
4,трактор,1,0.002770083102493075,361
4,армянское радио,1,0.002770083102493075,361
4,фильмы,1,0.002770083102493075,361
4,Прохоров,1,0.002770083102493075,361
4,фсб,1,0.002770083102493075,361
4,Билл Гейтс,1,0.002770083102493075,361
4,тв,1,0.002770083102493075,361
4,соседи,1,0.002770083102493075,361
4,секс,1,0.002770083102493075,361
4,автобус,1,0.002770083102493075,361
4,Одесса,1,0.002770083102493075,361
4,кошки,1,0.002770083102493075,361
4,Донцова,1,0.002770083102493075,361
4,такси,1,0.002770083102493075,361
4,война,1,0.002770083102493075,361
4,санкции,1,0.002770083102493075,361
4,Пушкин,1,0.002770083102493075,361
4,ии,1,0.002770083102493075,361
5,вовочка,219,0.684375,320
5,школа,30,0.09375,320
5,дети,27,0.084375,320
5,студент,5,0.015625,320
5,русский язык,5,0.015625,320
5,Одесса,5,0.015625,320
5,муж и жена,5,0.015625,320
5,политика,4,0.0125,320
5,Красная Шапочка,3,0.009375,320
5,интернет,3,0.009375,320
5,тёща,3,0.009375,320
5,троллейбус,2,0.00625,320
5,сигареты,2,0.00625,320
5,Путин,2,0.00625,320
5,авто,2,0.00625,320
5,кошки,2,0.00625,320
5,соседи,2,0.00625,320
5,о жизни,2,0.00625,320
5,врачи,2,0.00625,320
5,собаки,2,0.00625,320
5,наркотики,1,0.003125,320
5,пожарный,1,0.003125,320
5,Березовский,1,0.003125,320
5,чукча,1,0.003125,320
5,пиво,1,0.003125,320
5,гаи,1,0.003125,320
5,свадьба,1,0.003125,320
5,Муму,1,0.003125,320
5,Буратино,1,0.003125,320
5,Валуев,1,0.003125,320
5,Дед Мороз,1,0.003125,320
5,блондинки,1,0.003125,320
5,Рабинович,1,0.003125,320
5,пошлые,1,0.003125,320
5,работа,1,0.003125,320
5,новогодний,1,0.003125,320
5,покемоны,1,0.003125,320
5,Медведев,1,0.003125,320
5,мужчины,1,0.003125,320
5,8 марта,1,0.003125,320
5,футбол,1,0.003125,320
5,apple,1,0.003125,320
5,смс,1,0.003125,320
5,деньги,1,0.003125,320
5,Украина,1,0.003125,320
5,спорт,1,0.003125,320
5,авиация,1,0.003125,320
