id,text_norm_hash
-42500040,77999eaf1934fc31359a4736595b240593a0b911200e66db2cd71f1c29283643
-52800003,d03a232624a32c24473cb31f031ef2b06e67d7daa8768e6a10883e395bc9b314
-52800005,80a40d988572ec01f76ab46454517fbb9ee28e17435e57390db29766e16117d6
-52700004,c6ba1fa7db430298df50e73b636ac0928e1a3dedc002aa4a1ff2f4f82a92d13c
-52600001,79181b50eadda785724714d7cd14fc0e48c8211b8d38e2c6c0f2da4e347748c4
-52200002,b3ebace6d5c0895973032e33bb154862e8acf96a02bb1c997b44278b61310b55
-52200003,b041fbe0bf50ce2e6b07aca6188dbdd82453ed98e2375f3bd3ea8207491d008e
-52200004,b4198b7cdf24f54387e646eb384bb9c1d477846788305f3714e2e20aed68681e
-63000001,2d9e7c48ca2819e95d896307909b8fdfc30916ceb76f56d62f296c7fc0598a82
-62800005,475eb5b2f2f371f52cf3a835352377da56bfec3e48e79e6e654a7f383d68d6fe
-62700001,921e1f8910b7544bddd48fe89686bdeebcb1b2a7c181829b68b15afbbf61d6ce
-62500001,8a3b7dae09737c9a39a426f2037f59f13009dec0c9e5e4dcb3c67cd33fd454d2
-62400005,6f095c221ccafab1bc60a6abae67a4ad0d41470912926d8f5ac875af15edbff7
-62100001,515e54acaab0a0ba7df7d33c81717403f65daf0916846f913f62974ae2f6189d
-62000002,fae9a5192b9f27fbb9be0de625b394cd725a5126f1874f1000179514440fc7ca
-61500003,aa8cac1b83eb609b1c5872b15cc174b13fdb00ca9a4858b91bcc7c74d5733cdf
-61500004,8b873b6756cc60b8e3d80d58e0103292d6b69b4c8db434109e190615d9e9bba3
-61400003,1e560228e9b83d08295a6594bf6e6ff84a397f38edb029fd0443d0829ceb1488
-61400005,693e33e5bf7738b1aaaca2900ab8d7c4249b194632af6275cb7f2c1e8d1ba854
-61300004,67c1c403c2732233294146ac952d575a00535d45cf581d3bdb4e89424f3616e6
-61100002,908b8f08a4141725311016e963f7f548f810ed17bd07a05da26de812bcfd6203
-61100003,16273b6f6dde0dc6dc9507dbc1eeff533f0005698d4649005c374d0bbad6043d
-73100004,4ed63293308036795552baf417484305c91741be45c643de26219fa40e051f70
-72500001,78ecb1c399afadd4b7b40cafab829e96b0fca44f07f3f9977ac54c8158ae8672
-72500004,ff9575fede2f94a37fe41a6748f3deb05f6b5476d5484325a63c05fc43b0a4a7
